domain,category,credibility_score,sources,iffy_factual,iffy_bias,iffy_score,tranco_rank,domain_age_years,domain_registered,factcheck_claims,safe_browsing_flagged,score_cat,score_iffy,score_tranco,score_age,score_factcheck,score_safebrowsing
thrivemovement.com,unreliable,0.103,1,L,CP,0.1,707074,17.1,2009-02-11T19:48:35Z,0,,0.1,0.1,0.35,0.1,0.1,0.1
thumbreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:45:51Z,,,0.1,0.2,0.1,0.1,0.1,0.1
times.com.mx,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
tmzworldnews.com,fake,0.045,1,,,,,6.5,2019-09-15T18:28:31Z,,,0.05,0.05,0.05,0.05,0.05,0.05
tobacconewswire.com,unreliable,0.105,1,M,FN,0.2,,7.0,2019-02-20T15:44:21Z,,,0.1,0.2,0.1,0.1,0.1,0.1
toddstarnes.com,unreliable,0.118,1,M,FN,0.2,487811,23.1,2003-01-16T02:22:20Z,,,0.1,0.2,0.35,0.1,0.1,0.1
toledoreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:10Z,,,0.1,0.2,0.1,0.1,0.1,0.1
tomwoods.com,mixed,0.188,1,,,,690913,24.2,2001-12-27T19:57:25Z,,,0.2,0.2,0.35,0.2,0.2,0.2
toofab.com,unreliable,0.11,1,M,FN,0.2,47514,22.4,2003-09-20T14:01:04Z,,,0.1,0.2,0.2,0.1,0.1,0.1
topekasnews.com,satire,0.27,1,,,,,3.0,2023-03-13T18:08:23Z,,,0.3,0.3,0.3,0.3,0.3,0.3
topekasun.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:48Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
topinfopost.com,unreliable,0.18,1,,,,,12.9,2013-03-29T06:22:55Z,,,0.2,0.2,0.2,0.2,0.2,0.2
topwar.ru,unreliable,0.11,1,M,FN,0.2,13184,,,,,0.1,0.2,0.2,0.1,0.1,0.1
torontotoday.net,unreliable,0.09,1,L,FN,0.1,,3.4,2022-09-26T18:20:00Z,,,0.1,0.1,0.1,0.1,0.1,0.1
totalityofevidence.com,unreliable,0.075,1,VL,CP,0.0,,4.1,2022-01-12T22:26:45Z,,,0.1,0.0,0.1,0.1,0.1,0.1
toutiao.com,unreliable,0.218,1,M,FN,0.2,3126,22.0,2004-02-16T06:00:15Z,1,,0.1,0.2,0.1,0.1,0.85,0.1
tplnews.com,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
tpusa.com,unreliable,0.103,1,L,FN,0.1,121354,23.5,2002-08-25T18:03:39Z,,,0.1,0.1,0.35,0.1,0.1,0.1
treason.news,unreliable,0.075,1,VL,CP,0.0,,10.3,2015-11-05T18:30:52.59Z,,,0.1,0.0,0.1,0.1,0.1,0.1
treasurecoastsun.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:17Z,,,0.1,0.2,0.1,0.1,0.1,0.1
treasurevalleytimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:45Z,,,0.1,0.2,0.1,0.1,0.1,0.1
trendingpolitics.com,unreliable,0.103,1,L,FN,0.1,710310,9.2,2016-12-20T18:38:32Z,,,0.1,0.1,0.35,0.1,0.1,0.1
trendingpoliticsnews.com,unreliable,0.118,1,M,FN,0.2,165275,4.0,2022-03-03T18:15:33Z,,,0.1,0.2,0.35,0.1,0.1,0.1
tri-cityrecord.org,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T17:08:43.226Z,,,0.1,0.2,0.1,0.1,0.1,0.1
trialsitenews.com,unreliable,0.118,1,M,CP,0.2,204570,7.8,2018-05-22T06:35:59Z,,,0.1,0.2,0.35,0.1,0.1,0.1
trianglenews.org,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T17:08:38.243Z,,,0.1,0.2,0.1,0.1,0.1,0.1
tricitysun.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:37Z,,,0.1,0.2,0.1,0.1,0.1,0.1
triconews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:23Z,,,0.1,0.2,0.1,0.1,0.1,0.1
triggerreset.net,unreliable,0.095,1,L,FN,0.1,,0.0,2026-02-12T01:36:23Z,,,0.1,0.1,0.1,0.2,0.1,0.1
trueactivist.com,unreliable,0.173,2,L,FN,0.1,208166,14.5,2011-09-07T09:36:16Z,,,0.2,0.1,0.35,0.2,0.2,0.2
trueamericans.me,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
truepundit.com,mixed,0.173,2,L,CP,0.1,458183,10.0,2016-03-13T21:56:46Z,,,0.2,0.1,0.35,0.2,0.2,0.2
truetrumpers.com,fake,0.053,1,,,,,0.6,2025-07-17T07:14:12Z,,,0.05,0.05,0.05,0.2,0.05,0.05
trueviralnews.com,unreliable,0.075,1,VL,FN,0.0,,10.1,2016-01-25T13:28:25Z,,,0.1,0.0,0.1,0.1,0.1,0.1
trumballnews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:07Z,,,0.1,0.2,0.1,0.1,0.1,0.1
trump.news,unreliable,0.083,1,L,FN,0.1,,10.6,2015-07-14T04:48:51.343Z,52,,0.1,0.1,0.1,0.1,0.05,0.1
trumpstudents.org,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-26T12:11:15.363Z,,,0.1,0.2,0.1,0.1,0.1,0.1
trumptrainnews.com,unreliable,0.105,1,M,FN,0.2,,9.9,2016-04-13T22:06:18Z,,,0.1,0.2,0.1,0.1,0.1,0.1
trumpvision365.com,fake,0.053,1,,,,,1.0,2025-03-17T21:46:02Z,,,0.05,0.05,0.05,0.2,0.05,0.05
trunews.com,unreliable,0.103,1,L,CP,0.1,514113,22.6,2003-08-02T22:04:50Z,,,0.1,0.1,0.35,0.1,0.1,0.1
truth11.com,unreliable,0.088,1,VL,CP,0.0,707857,16.1,2010-01-16T04:47:36Z,,,0.1,0.0,0.35,0.1,0.1,0.1
truthandaction.org,mixed,0.173,2,L,FN,0.1,925318,12.6,2013-07-11T22:26:45.129Z,,,0.2,0.1,0.35,0.2,0.2,0.2
truthbroadcastnetwork.com,conspiracy,0.09,1,,,,,6.8,2019-05-22T18:04:11Z,,,0.1,0.1,0.1,0.1,0.1,0.1
truthfeed.com,unreliable,0.135,1,,,,,11.2,2015-01-01T19:21:17Z,,,0.15,0.15,0.15,0.15,0.15,0.15
truthfrequencyradio.com,conspiracy,0.09,1,,,,,16.1,2010-01-22T04:55:49Z,,,0.1,0.1,0.1,0.1,0.1,0.1
truthinmedia.com,unreliable,0.103,1,L,FN,0.1,880123,26.5,1999-09-03T17:18:36Z,,,0.1,0.1,0.35,0.1,0.1,0.1
truthkings.com,mixed,0.18,1,,,,,18.7,2007-06-06T15:53:58Z,,,0.2,0.2,0.2,0.2,0.2,0.2
truthmonitor.com,unreliable,0.09,1,L,FN,0.1,,9.4,2016-10-20T21:00:56Z,,,0.1,0.1,0.1,0.1,0.1,0.1
truthrevolt.org,mixed,0.188,1,,,,311687,12.7,2013-07-03T15:32:21.075Z,,,0.2,0.2,0.35,0.2,0.2,0.2
truthuncensored.net,unreliable,0.09,1,L,FN,0.1,,12.2,2013-12-31T16:34:43Z,,,0.1,0.1,0.1,0.1,0.1,0.1
tsargrad.tv,unreliable,0.11,1,M,FN,0.2,21873,11.6,2014-07-31T12:12:27Z,,,0.1,0.2,0.2,0.1,0.1,0.1
tucsonstandard.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:24Z,,,0.1,0.2,0.1,0.1,0.1,0.1
tularetimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
tulsastandard.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:24Z,,,0.1,0.2,0.1,0.1,0.1,0.1
tuscaloosaleader.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:25Z,,,0.1,0.2,0.1,0.1,0.1,0.1
tuscarawasnews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
twisted.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-13T23:27:30.567Z,,,0.1,0.0,0.1,0.1,0.1,0.1
twitchy.com,unreliable,0.18,1,,,,36347,23.3,2002-11-27T07:18:29Z,,,0.2,0.2,0.2,0.2,0.2,0.2
tworiversnews.org,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T17:08:15.283Z,,,0.1,0.2,0.1,0.1,0.1,0.1
tyranny.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:07.63Z,,,0.1,0.0,0.1,0.1,0.1,0.1
ufoholic.com,conspiracy,0.095,1,,,,,0.4,2025-10-03T18:28:32Z,,,0.1,0.1,0.1,0.2,0.1,0.1
ukcolumn.org,unreliable,0.103,1,L,CP,0.1,285156,18.2,2007-12-21T16:46:33.518Z,,,0.1,0.1,0.35,0.1,0.1,0.1
ukraina.ru,unreliable,0.11,1,M,FN,0.2,54569,,,,,0.1,0.2,0.2,0.1,0.1,0.1
unclesamsmisguidedchildren.com,mixed,0.165,2,L,FN,0.1,,14.6,2011-07-20T06:02:38Z,,,0.2,0.1,0.2,0.2,0.2,0.2
unconfirmedsources.com,satire,0.27,1,,,,,22.1,2004-02-01T19:36:14Z,,,0.3,0.3,0.3,0.3,0.3,0.3
uncoverdc.com,unreliable,0.103,1,L,FN,0.1,322192,6.8,2019-05-31T17:45:05Z,,,0.1,0.1,0.35,0.1,0.1,0.1
undergroundnewsreport.com,fake,0.165,1,,,,,9.0,2017-02-20T20:03:33Z,1,,0.05,0.05,0.05,0.05,0.85,0.05
undergroundworldnews.com,fake,0.045,1,,,,,12.9,2013-03-26T16:19:28Z,,,0.05,0.05,0.05,0.05,0.05,0.05
understandingthethreat.com,unreliable,0.09,1,L,FN,0.1,,13.7,2012-06-21T05:37:05Z,,,0.1,0.1,0.1,0.1,0.1,0.1
unioncountyreview.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:21Z,,,0.1,0.2,0.1,0.1,0.1,0.1
uniteamericafirst.com,unreliable,0.09,1,L,FN,0.1,,9.1,2017-02-03T02:55:02Z,,,0.1,0.1,0.1,0.1,0.1,0.1
unitedmediapublishing.com,fake,0.045,1,,,,,11.0,2015-03-17T18:03:18Z,,,0.05,0.05,0.05,0.05,0.05,0.05
unitedvoice.com,unreliable,0.118,1,M,FN,0.2,656590,25.8,2000-04-26T12:37:21Z,,,0.1,0.2,0.35,0.1,0.1,0.1
universepolitics.com,fake,0.053,1,,,,,1.7,2024-06-06T18:13:26Z,0,,0.05,0.05,0.05,0.2,0.05,0.05
unlimitedhangout.com,unreliable,0.118,1,M,CP,0.2,195729,6.0,2020-03-07T23:55:10Z,,,0.1,0.2,0.35,0.1,0.1,0.1
unmuzzlednews.com,unreliable,0.105,1,M,FN,0.2,,5.1,2021-01-12T19:02:45Z,,,0.1,0.2,0.1,0.1,0.1,0.1
unz.com,mixed,0.165,2,L,FN,0.1,35469,28.3,1997-11-06T05:00:00Z,0,,0.2,0.1,0.2,0.2,0.2,0.2
upgazette.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:45Z,,,0.1,0.2,0.1,0.1,0.1,0.1
upnorthnewswi.com,unreliable,0.105,1,M,FN,0.2,,6.3,2019-11-20T16:42:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
upperdeltanews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:39Z,,,0.1,0.2,0.1,0.1,0.1,0.1
upperpeninsulatimes.com,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T17:08:17Z,,,0.1,0.2,0.1,0.1,0.1,0.1
urdupoint.com,unreliable,0.11,1,M,FN,0.2,16536,25.8,2000-05-02T20:13:49Z,,,0.1,0.2,0.2,0.1,0.1,0.1
us.blastingnews.com,satire,0.27,1,,,,,13.8,2012-05-25T18:38:25Z,,,0.3,0.3,0.3,0.3,0.3,0.3
us24news.com,unreliable,0.09,1,L,FN,0.1,,8.1,2018-02-05T05:11:11Z,,,0.1,0.1,0.1,0.1,0.1,0.1
usa-radio.com,fake,0.045,1,,,,,9.4,2016-10-21T13:13:11Z,0,,0.05,0.05,0.05,0.05,0.05,0.05
usa-television.com,fake,0.045,1,,,,,7.7,2018-07-03T18:35:16Z,0,,0.05,0.05,0.05,0.05,0.05,0.05
usa2016elections.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
usacrime.com/hoodsite,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
usadailyinfo.com,fake,0.045,1,,,,,8.5,2017-09-15T19:09:50Z,,,0.05,0.05,0.05,0.05,0.05,0.05
usadailypolitics.com,fake,0.045,1,,,,,7.1,2019-02-10T19:21:53Z,,,0.05,0.05,0.05,0.05,0.05,0.05
usadailyreview.com,unreliable,0.075,1,VL,FN,0.0,,,,,,0.1,0.0,0.1,0.1,0.1,0.1
usadailytime.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
usadosenews.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
usafirstinformation.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
usahitman.com,fake,0.053,2,L,CP,0.1,,16.1,2010-01-18T21:46:18Z,,,0.05,0.1,0.05,0.05,0.05,0.05
usainfobox.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
usaisonline.com,unreliable,0.075,1,VL,FN,0.0,,5.3,2020-11-01T16:08:56Z,,,0.1,0.0,0.1,0.1,0.1,0.1
usamagazinestudio.com,fake,0.045,1,,,,,5.0,2021-03-09T20:49:03Z,,,0.05,0.05,0.05,0.05,0.05,0.05
usanewsflash.com,fake,0.045,1,,,,,7.9,2018-03-22T18:30:34Z,,,0.05,0.05,0.05,0.05,0.05,0.05
usanewsinsider.com,fake,0.045,1,,,,,4.4,2021-10-16T01:00:23Z,,,0.05,0.05,0.05,0.05,0.05,0.05
usanewspolitics.com,fake,0.045,1,,,,,3.0,2023-02-23T14:04:53Z,,,0.05,0.05,0.05,0.05,0.05,0.05
usanewstoday.com,fake,0.045,1,,,,,26.2,1999-12-27T21:01:45Z,,,0.05,0.05,0.05,0.05,0.05,0.05
usaonlinepolitics.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
usaphase.com,fake,0.053,1,,,,,1.1,2025-01-14T09:45:41Z,,,0.05,0.05,0.05,0.2,0.05,0.05
usapolitics24hrs.com,fake,0.053,1,,,,,1.1,2025-01-08T14:59:12Z,,,0.05,0.05,0.05,0.2,0.05,0.05
usapoliticsnow.com,fake,0.045,1,,,,,9.9,2016-03-23T14:55:36Z,,,0.05,0.05,0.05,0.05,0.05,0.05
usapoliticstoday.com,mixed,0.18,1,,,,,7.2,2018-12-12T19:29:25Z,,,0.2,0.2,0.2,0.2,0.2,0.2
usapoliticszone.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
usareally.com,unreliable,0.08,1,VL,FN,0.0,,1.7,2024-06-19T18:34:40Z,,,0.1,0.0,0.1,0.2,0.1,0.1
usasnich.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
usasupreme.com,fake,0.038,2,VL,FN,0.0,,9.8,2016-05-13T21:16:44Z,,,0.05,0.0,0.05,0.05,0.05,0.05
usatoday.com.co,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
usatodaynews.me,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
usatwentyfour.com,fake,0.045,1,,,,,7.0,2019-02-16T19:01:07Z,,,0.05,0.05,0.05,0.05,0.05,0.05
usawatchdog.com,mixed,0.173,2,L,CP,0.1,173302,21.1,2005-02-05T21:33:49Z,,,0.2,0.1,0.35,0.2,0.2,0.2
usbacklash.org,unreliable,0.075,1,VL,FN,0.0,,21.6,2004-07-27T14:51:24Z,,,0.1,0.0,0.1,0.1,0.1,0.1
uschronicle.com,mixed,0.165,2,L,FN,0.1,,22.9,2003-04-15T18:07:42Z,,,0.2,0.1,0.2,0.2,0.2,0.2
usconservativetoday.com,fake,0.045,1,,,,,7.1,2019-01-08T19:08:24Z,,,0.05,0.05,0.05,0.05,0.05,0.05
usdefensewatch.com,unreliable,0.09,1,,,,,11.0,2015-03-04T01:22:07Z,,,0.1,0.1,0.1,0.1,0.1,0.1
usfanzone.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
ushealthyadvisor.com,fake,0.045,1,,,,,7.5,2018-09-05T18:25:16Z,,,0.05,0.05,0.05,0.05,0.05,0.05
ushealthylife.com,fake,0.053,1,,,,,1.5,2024-08-23T18:29:13Z,,,0.05,0.05,0.05,0.2,0.05,0.05
usherald.com,mixed,0.18,1,,,,,24.9,2001-04-04T05:02:18Z,,,0.2,0.2,0.2,0.2,0.2,0.2
usinfonews.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
uslibertywire.com,unreliable,0.09,1,L,FN,0.1,,2.1,2024-01-13T19:10:24Z,,,0.1,0.1,0.1,0.1,0.1,0.1
uslifetoday.com,unreliable,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
uspoliticslive.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
uspoln.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
uspostman.com,fake,0.045,1,,,,,9.3,2016-11-20T13:03:39Z,,,0.05,0.05,0.05,0.05,0.05,0.05
ussanews.com,unreliable,0.103,1,L,FN,0.1,210273,16.0,2010-03-04T18:19:02Z,,,0.1,0.1,0.35,0.1,0.1,0.1
usuncut.com,unreliable,0.188,1,,,,511222,19.6,2006-07-10T11:56:28Z,,,0.2,0.2,0.35,0.2,0.2,0.2
usviewer.com,unreliable,0.09,1,,,,,3.2,2023-01-05T19:20:13Z,,,0.1,0.1,0.1,0.1,0.1,0.1
vacationlandtimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:48Z,,,0.1,0.2,0.1,0.1,0.1,0.1
vaccinedamage.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:15.27Z,,,0.1,0.0,0.1,0.1,0.1,0.1
vaccineimpact.com,unreliable,0.088,1,VL,CP,0.0,327577,11.4,2014-09-26T18:28:07Z,,,0.1,0.0,0.35,0.1,0.1,0.1
vaccineinjurynews.com,unreliable,0.075,1,VL,CP,0.0,,10.7,2015-06-10T20:40:05Z,,,0.1,0.0,0.1,0.1,0.1,0.1
vaccinepapers.org,unreliable,0.09,1,L,CP,0.1,,11.0,2015-02-12T03:49:52.998Z,,,0.1,0.1,0.1,0.1,0.1,0.1
vaccines.news,unreliable,0.08,1,VL,CP,0.0,844479,10.6,2015-07-10T17:00:00.113Z,26,,0.1,0.0,0.35,0.1,0.05,0.1
vaccinesafety.info,unreliable,0.075,1,VL,CP,0.0,,5.1,2021-01-16T04:05:14.005Z,,,0.1,0.0,0.1,0.1,0.1,0.1
vaccinesandchristianity.org,unreliable,0.075,1,VL,CP,0.0,,7.1,2019-01-20T04:10:47.671Z,0,,0.1,0.0,0.1,0.1,0.1,0.1
vaccinesrevealed.com,unreliable,0.075,1,VL,CP,0.0,,9.3,2016-11-11T14:34:04Z,,,0.1,0.0,0.1,0.1,0.1,0.1
vactruth.com,unreliable,0.103,1,L,CP,0.1,625817,16.8,2009-05-11T11:48:39Z,,,0.1,0.1,0.35,0.1,0.1,0.1
vadogwood.com,unreliable,0.105,1,M,FN,0.2,,7.0,2019-03-14T17:59:29Z,,,0.1,0.2,0.1,0.1,0.1,0.1
valeursactuelles.com,unreliable,0.11,1,M,FN,0.2,41542,27.6,1998-07-24T04:00:00Z,,,0.1,0.2,0.2,0.1,0.1,0.1
valleygazette.org,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T16:39:19.663Z,,,0.1,0.2,0.1,0.1,0.1,0.1
vancouvertimes.org,unreliable,0.105,1,M,FN,0.2,,2.0,2024-02-28T15:15:26.527Z,,,0.1,0.2,0.1,0.1,0.1,0.1
vaxxter.com,unreliable,0.09,1,L,CP,0.1,,10.4,2015-10-02T00:17:45Z,,,0.1,0.1,0.1,0.1,0.1,0.1
vdare.com,mixed,0.173,2,L,FN,0.1,157869,26.4,1999-10-25T23:36:00Z,,,0.2,0.1,0.35,0.2,0.2,0.2
veracruzdailypost.com,unreliable,0.105,1,M,FN,0.2,,5.5,2020-09-01T21:51:01Z,,,0.1,0.2,0.1,0.1,0.1,0.1
verdugosnews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:18Z,,,0.1,0.2,0.1,0.1,0.1,0.1
vernoncoleman.org,unreliable,0.075,1,VL,CP,0.0,,10.1,2016-02-06T02:40:18.085Z,,,0.1,0.0,0.1,0.1,0.1,0.1
veteransnewsnow.com,unreliable,0.09,1,,,,,14.7,2011-06-21T18:40:07Z,,,0.1,0.1,0.1,0.1,0.1,0.1
veteranstoday.com,mixed,0.15,2,VL,CP,0.0,75947,21.6,2004-07-14T19:42:31Z,,,0.2,0.0,0.2,0.2,0.2,0.2
victorvalleytimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:30Z,,,0.1,0.2,0.1,0.1,0.1,0.1
vidmax.com,unreliable,0.103,1,L,FN,0.1,232032,22.4,2003-10-11T18:17:21Z,,,0.1,0.1,0.35,0.1,0.1,0.1
vigilantcitizen.com,fake,0.068,2,L,CP,0.1,123131,17.3,2008-11-20T15:23:11Z,,,0.05,0.1,0.35,0.05,0.05,0.05
viralactions.com,fake,0.053,1,,,,,0.4,2025-10-11T18:25:53Z,,,0.05,0.05,0.05,0.2,0.05,0.05
viralhatch.com,unreliable,0.09,1,L,FN,0.1,,11.6,2014-08-05T13:23:59Z,,,0.1,0.1,0.1,0.1,0.1,0.1
viralliberty.com,fake,0.045,1,,,,,3.9,2022-04-07T18:15:22Z,,,0.05,0.05,0.05,0.05,0.05,0.05
viralnewsnetwork.net,unreliable,0.09,1,L,CP,0.1,,8.7,2017-06-13T12:35:03Z,,,0.1,0.1,0.1,0.1,0.1,0.1
viraltube.nl,unreliable,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
visiontimes.com,unreliable,0.118,1,M,FN,0.2,195758,22.2,2003-12-31T19:20:10Z,,,0.1,0.2,0.35,0.1,0.1,0.1
votefraud.news,unreliable,0.075,1,VL,CP,0.0,,9.1,2017-01-27T17:19:52.977Z,,,0.1,0.0,0.1,0.1,0.1,0.1
voxtribune.com,fake,0.045,1,,,,,8.1,2018-01-15T19:49:23Z,,,0.05,0.05,0.05,0.05,0.05,0.05
vz.ru,unreliable,0.223,1,M,FN,0.2,13251,,,1,,0.1,0.2,0.2,0.1,0.85,0.1
wakeup-world.com,unreliable,0.103,1,L,CP,0.1,212807,14.8,2011-05-06T14:08:10Z,,,0.1,0.1,0.35,0.1,0.1,0.1
wakeupthesheep.com,conspiracy,0.09,1,,,,,11.8,2014-05-26T03:15:03Z,,,0.1,0.1,0.1,0.1,0.1,0.1
wakingtimes.com,unreliable,0.173,2,L,CP,0.1,231538,14.3,2011-10-28T23:20:24Z,,,0.2,0.1,0.35,0.2,0.2,0.2
wakingupwisconsin.com,conspiracy,0.095,1,,,,,0.2,2025-12-11T19:20:54Z,,,0.1,0.1,0.1,0.2,0.1,0.1
wallbuilders.com,unreliable,0.103,1,L,FN,0.1,323517,26.2,1999-12-28T21:59:53Z,,,0.1,0.1,0.35,0.1,0.1,0.1
wallstreetonparade.com,unreliable,0.103,1,,,,280916,15.2,2010-12-31T23:03:49Z,,,0.1,0.1,0.35,0.1,0.1,0.1
warnerrobinstoday.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
waronfakes.com,unreliable,0.075,1,VL,FN,0.0,,4.0,2022-03-01T08:09:35Z,,,0.1,0.0,0.1,0.1,0.1,0.1
warrenclintonnews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
warrensun.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:19Z,,,0.1,0.2,0.1,0.1,0.1,0.1
washingtonexaminer.com,mixed,0.183,1,,,,7664,19.9,2006-04-02T18:07:10Z,5,,0.2,0.2,0.1,0.2,0.25,0.2
washingtonfed.com,fake,0.053,1,,,,,0.1,2026-01-25T20:09:01Z,0,,0.05,0.05,0.05,0.2,0.05,0.05
washingtonpost.com.co,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
washingtonsblog.com,mixed,0.188,1,,,,122651,17.0,2009-03-19T07:02:58Z,,,0.2,0.2,0.35,0.2,0.2,0.2
washingtonsources.org,unreliable,0.105,1,M,FN,0.2,,5.7,2020-06-10T14:12:14.839Z,,,0.1,0.2,0.1,0.1,0.1,0.1
washingtontimes.com,unreliable,0.105,1,M,FN,0.2,4916,27.5,1998-09-14T04:00:00Z,,,0.1,0.2,0.1,0.1,0.1,0.1
washoegazette.com,unreliable,0.105,1,M,FN,0.2,,4.1,2022-02-07T17:08:12Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
washoenews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
waterfordtoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:38Z,,,0.1,0.2,0.1,0.1,0.1,0.1
waterfordwhispersnews.com,satire,0.273,1,,,,449297,16.0,2010-02-24T11:44:02Z,,,0.3,0.3,0.35,0.3,0.3,0.3
waterlootimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:28Z,,,0.1,0.2,0.1,0.1,0.1,0.1
wattsupwiththat.com,unreliable,0.208,1,L,CP,0.1,43222,18.6,2007-08-11T22:35:14Z,1,,0.1,0.1,0.2,0.1,0.85,0.1
waynecountytoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
waynedupree.com,unreliable,0.09,1,L,FN,0.1,,13.5,2012-09-10T14:27:33Z,,,0.1,0.1,0.1,0.1,0.1,0.1
wayneherald.org,unreliable,0.105,1,M,FN,0.2,,3.6,2022-07-24T15:01:25.418Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
wcalabamanews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:25Z,,,0.1,0.2,0.1,0.1,0.1,0.1
wcgeorgianews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:25Z,,,0.1,0.2,0.1,0.1,0.1,0.1
wcindiananews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:29Z,,,0.1,0.2,0.1,0.1,0.1,0.1
wciowanews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:33Z,,,0.1,0.2,0.1,0.1,0.1,0.1
wcmichigannews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
