domain,category,credibility_score,sources,iffy_factual,iffy_bias,iffy_score,tranco_rank,domain_age_years,domain_registered,factcheck_claims,safe_browsing_flagged,score_cat,score_iffy,score_tranco,score_age,score_factcheck,score_safebrowsing
disclose.tv,satire,0.257,2,M,FN,0.2,120905,19.2,2007-01-06T18:12:14Z,,,0.3,0.2,0.35,0.3,0.3,0.3
disclosuremedia.net,conspiracy,0.095,1,,,,,0.8,2025-05-29T13:10:28Z,,,0.1,0.1,0.1,0.2,0.1,0.1
discoveries.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:05.553Z,,,0.1,0.0,0.1,0.1,0.1,0.1
discoverthenetworks.org,unreliable,0.103,1,L,FN,0.1,264717,20.9,2005-04-14T20:06:43.155Z,,,0.1,0.1,0.35,0.1,0.1,0.1
discovery.org,unreliable,0.103,1,L,CP,0.1,111386,31.0,1995-03-13T05:00:00.771Z,,,0.1,0.1,0.35,0.1,0.1,0.1
disntr.com,unreliable,0.105,1,M,FN,0.2,,5.0,2021-02-20T00:14:21Z,,,0.1,0.2,0.1,0.1,0.1,0.1
dissentmagazine.org,mixed,0.18,1,,,,50371,26.5,1999-09-14T16:59:34.228Z,,,0.2,0.2,0.2,0.2,0.2,0.2
dissident-mag.com,unreliable,0.075,1,VL,FN,0.0,,6.1,2020-02-10T16:12:46Z,,,0.1,0.0,0.1,0.1,0.1,0.1
dissidentvoice.org,unreliable,0.11,1,M,CP,0.2,99745,25.1,2001-01-25T18:52:24.944Z,,,0.1,0.2,0.2,0.1,0.1,0.1
distributednews.com,unreliable,0.088,1,VL,CP,0.0,312245,22.7,2003-06-27T14:34:24Z,,,0.1,0.0,0.35,0.1,0.1,0.1
diversitychronicle.wordpress.com,satire,0.27,1,,,,,26.0,2000-03-03T12:13:23Z,,,0.3,0.3,0.3,0.3,0.3,0.3
diyhours.net,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
djhjmedia.com,unreliable,0.09,1,L,FN,0.1,,7.0,2019-03-03T16:36:50Z,0,,0.1,0.1,0.1,0.1,0.1,0.1
dnyuz.com,unreliable,0.11,1,M,FN,0.2,75746,7.3,2018-10-27T16:13:00Z,,,0.1,0.2,0.2,0.1,0.1,0.1
doctoroz.com,unreliable,0.11,1,M,CP,0.2,67766,22.6,2003-08-01T15:57:22Z,,,0.1,0.2,0.2,0.1,0.1,0.1
doctors4covidethics.org,unreliable,0.088,1,VL,CP,0.0,602620,4.8,2021-05-21T13:53:13.382Z,,,0.1,0.0,0.35,0.1,0.1,0.1
dollarvigilante.com,mixed,0.188,1,,,,657562,15.8,2010-05-21T04:24:55Z,,,0.2,0.2,0.35,0.2,0.2,0.2
donaldjtrump.com,unreliable,0.095,1,L,FN,0.1,25760,29.1,1997-01-20T05:00:00Z,,,0.1,0.1,0.2,0.1,0.1,0.1
donaldtrumpnews.co,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
donaldtrumppotus45.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
dont-tread-on.me,conspiracy,0.135,1,,,,,,,4,,0.1,0.1,0.1,0.1,0.4,0.1
downeasttimes.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:18Z,,,0.1,0.2,0.1,0.1,0.1,0.1
downrivertoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:38Z,,,0.1,0.2,0.1,0.1,0.1,0.1
downtrend.com,fake,0.045,1,,,,,26.2,1999-12-11T22:03:14Z,,,0.05,0.05,0.05,0.05,0.05,0.05
draxe.com,unreliable,0.095,1,L,CP,0.1,20641,22.6,2003-07-17T18:13:22Z,,,0.1,0.1,0.2,0.1,0.1,0.1
drnorthrup.com,unreliable,0.103,1,L,CP,0.1,548052,27.8,1998-04-28T04:00:00Z,,,0.1,0.1,0.35,0.1,0.1,0.1
drrichswier.com,unreliable,0.145,1,,,,661227,12.3,2013-11-02T14:13:39Z,,,0.15,0.15,0.35,0.15,0.15,0.15
drudgereport.com,mixed,0.18,1,,,,11378,29.0,1997-02-14T05:00:00Z,,,0.2,0.2,0.2,0.2,0.2,0.2
drudgereport.com.co,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
drugcartels.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15,0,,0.1,0.0,0.1,0.1,0.1,0.1
dubuquetimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
duffleblog.com,satire,0.27,1,,,,,13.9,2012-04-12T05:35:36Z,0,,0.3,0.3,0.3,0.3,0.3,0.3
duhprogressive.com,satire,0.27,1,,,,,18.3,2007-11-19T07:37:23Z,,,0.3,0.3,0.3,0.3,0.3,0.3
dupagepolicyjournal.com,unreliable,0.105,1,M,FN,0.2,,11.2,2014-12-19T18:00:05Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
durhamreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:45:53Z,,,0.1,0.2,0.1,0.1,0.1,0.1
dutchsinse.com,conspiracy,0.09,1,,,,,15.0,2011-02-24T02:28:54Z,,,0.1,0.1,0.1,0.1,0.1,0.1
duvaltimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:31Z,,,0.1,0.2,0.1,0.1,0.1,0.1
dzen.ru,unreliable,0.105,1,M,FN,0.2,11,,,,,0.1,0.2,0.1,0.1,0.1,0.1
eaglerising.com,mixed,0.18,1,,,,,20.9,2005-04-09T18:19:17Z,,,0.2,0.2,0.2,0.2,0.2,0.2
eaglevalleytimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:47Z,,,0.1,0.2,0.1,0.1,0.1,0.1
earthpulse.com,unreliable,0.09,1,L,CP,0.1,,29.5,1996-09-11T04:00:00Z,,,0.1,0.1,0.1,0.1,0.1,0.1
eastalamedanews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:14Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastarapahoenews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:47Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastarizonanews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:31Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastcentralreporter.com,unreliable,0.105,1,M,FN,0.2,,10.1,2016-01-27T18:55:58Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastclevelandnews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastcontracostanews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:46Z,,,0.1,0.2,0.1,0.1,0.1,0.1
easternwaynetoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:19Z,,,0.1,0.2,0.1,0.1,0.1,0.1
easthillsboroughnews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:22Z,,,0.1,0.2,0.1,0.1,0.1,0.1
easthudvalleynews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:09Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastidahotimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastindynews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:49Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastkentuckytimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:45Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastlakenormannews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:39Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastlittlerocktimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:40Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastlouisvillenews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:43Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastmichigannews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastnewmexiconews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:38Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastoregonnews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:38Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
eastpanhandlenews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:19Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastpdxtoday.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:48Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastpennyroyalnews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:44Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastsandiegonews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:28Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastsbvtimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:37Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastsfvtoday.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:18Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastsierranews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:25Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eaststarknews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:03Z,,,0.1,0.2,0.1,0.1,0.1,0.1
easttwincities.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:26Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastventuranews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-08-30T15:05:18Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastvolusianews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:28Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eastwaketimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:19Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
ebaumsworld.com,unreliable,0.11,1,M,FN,0.2,20942,24.3,2001-11-15T17:43:41Z,,,0.1,0.2,0.2,0.1,0.1,0.1
ebolahoax.com,conspiracy,0.09,1,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
ecalabamanews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:42Z,,,0.1,0.2,0.1,0.1,0.1,0.1
ecgeorgianews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:32Z,,,0.1,0.2,0.1,0.1,0.1,0.1
echocheck.org,unreliable,0.075,1,VL,FN,0.0,,5.6,2020-08-12T07:20:32.506Z,,,0.1,0.0,0.1,0.1,0.1,0.1
ecindiananews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:28Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eciowanews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:38Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eckansasnews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:35Z,,,0.1,0.2,0.1,0.1,0.1,0.1
ecmissnews.com,unreliable,0.135,1,H,FN,0.4,,6.4,2019-10-15T14:55:14Z,,,0.1,0.4,0.1,0.1,0.1,0.1
ecnebraskanews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:26Z,,,0.1,0.2,0.1,0.1,0.1,0.1
ecnorthcarolinanews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:47Z,,,0.1,0.2,0.1,0.1,0.1,0.1
ecohionews.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:42Z,,,0.1,0.2,0.1,0.1,0.1,0.1
ecoklahomanews.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:21Z,,,0.1,0.2,0.1,0.1,0.1,0.1
ecology.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:06.833Z,,,0.1,0.0,0.1,0.1,0.1,0.1
economicnoise.com,mixed,0.18,1,,,,,16.5,2009-09-10T00:06:55Z,,,0.2,0.2,0.2,0.2,0.2,0.2
economictimes.indiatimes.com,unreliable,0.105,1,M,FN,0.2,,29.3,1996-11-22T05:00:00Z,,,0.1,0.2,0.1,0.1,0.1,0.1
ecowatch.com,mixed,0.18,1,,,,19578,27.2,1998-12-08T05:00:00Z,,,0.2,0.2,0.2,0.2,0.2,0.2
educate-yourself.org,conspiracy,0.088,2,VL,CP,0.0,177095,27.0,1999-02-17T05:00:00.272Z,,,0.1,0.0,0.35,0.1,0.1,0.1
educateinspirechange.org,unreliable,0.118,1,M,CP,0.2,994965,12.7,2013-06-03T03:49:56.961Z,,,0.1,0.2,0.35,0.1,0.1,0.1
educateinspirechange.org/health,unreliable,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
educationdailywire.com,unreliable,0.105,1,M,FN,0.2,,6.0,2020-03-12T18:06:35Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
electionnightgatekeepers.com,conspiracy,0.09,1,,,,,9.6,2016-08-12T05:24:10Z,,,0.1,0.1,0.1,0.1,0.1,0.1
electroverse.net,unreliable,0.09,1,L,CP,0.1,,7.7,2018-07-05T08:55:57Z,,,0.1,0.1,0.1,0.1,0.1,0.1
elelephantintheroom.blogspot.com,mixed,0.18,1,,,,,25.6,2000-07-31T21:38:58Z,,,0.2,0.2,0.2,0.2,0.2,0.2
elitereaders.com,unreliable,0.188,1,,,,465564,11.4,2014-09-30T02:07:32Z,,,0.2,0.2,0.35,0.2,0.2,0.2
elizabethtowntimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:42Z,,,0.1,0.2,0.1,0.1,0.1,0.1
elkharttimes.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:26Z,,,0.1,0.2,0.1,0.1,0.1,0.1
elkoshary.com,satire,0.27,1,,,,,17.4,2008-09-21T21:36:23Z,,,0.3,0.3,0.3,0.3,0.3,0.3
elmundotoday.com,satire,0.273,1,,,,310092,17.3,2008-11-01T11:00:16Z,,,0.3,0.3,0.35,0.3,0.3,0.3
eluxemagazine.com,unreliable,0.118,1,M,CP,0.2,485154,13.4,2012-09-19T20:32:20Z,,,0.1,0.2,0.35,0.1,0.1,0.1
embols.com,fake,0.045,1,,,,,4.1,2022-01-27T19:14:57Z,,,0.05,0.05,0.05,0.05,0.05,0.05
emeraldcoasttimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-03T17:53:17Z,,,0.1,0.2,0.1,0.1,0.1,0.1
emirates247.com,unreliable,0.11,1,M,FN,0.2,65614,15.9,2010-03-31T12:49:24Z,,,0.1,0.2,0.2,0.1,0.1,0.1
empirehearland.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
empireherald.com,fake,0.053,2,L,FN,0.1,,10.1,2016-01-24T00:28:39Z,,,0.05,0.1,0.05,0.05,0.05,0.05
empirenews.net,fake,0.045,1,,,,,11.8,2014-05-02T18:14:30Z,,,0.05,0.05,0.05,0.05,0.05,0.05
empiresports.co,satire,0.27,1,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3
empirestatetoday.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:24Z,,,0.1,0.2,0.1,0.1,0.1,0.1
emptywheel.net,mixed,0.188,1,,,,163828,18.2,2007-12-31T21:25:34Z,,,0.2,0.2,0.35,0.2,0.2,0.2
en-volve.com,unreliable,0.088,1,VL,FN,0.0,721941,9.9,2016-04-11T03:55:10Z,,,0.1,0.0,0.35,0.1,0.1,0.1
en-vovle.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
en.bbarta24.net,unreliable,0.105,1,M,FN,0.2,,10.5,2015-08-28T13:43:43Z,,,0.1,0.2,0.1,0.1,0.1,0.1
en.granma.cu,unreliable,0.105,1,M,FN,0.2,,,,,,0.1,0.2,0.1,0.1,0.1,0.1
en.majalla.com,unreliable,0.105,1,M,FN,0.2,,23.8,2002-04-27T14:50:24Z,,,0.1,0.2,0.1,0.1,0.1,0.1
en.mehrnews.com,unreliable,0.105,1,M,FN,0.2,,23.3,2002-11-05T18:29:49Z,,,0.1,0.2,0.1,0.1,0.1,0.1
en.mercopress.com,unreliable,0.105,1,M,FN,0.2,,29.5,1996-08-21T04:00:00Z,,,0.1,0.2,0.1,0.1,0.1,0.1
en.metapedia.org,unreliable,0.09,1,L,FN,0.1,,22.8,2003-05-19T22:54:18.891Z,,,0.1,0.1,0.1,0.1,0.1,0.1
en.newsner.com,unreliable,0.075,1,VL,FN,0.0,,11.9,2014-04-09T21:50:49Z,0,,0.1,0.0,0.1,0.1,0.1,0.1
enabon.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
enchantmentstatenews.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-04T20:54:38Z,,,0.1,0.2,0.1,0.1,0.1,0.1
endingthefed.com,mixed,0.18,1,,,,,7.8,2018-05-20T18:45:10Z,,,0.2,0.2,0.2,0.2,0.2,0.2
endoftheamericandream.com,conspiracy,0.103,1,,,,181755,16.1,2010-01-29T21:32:02Z,,,0.1,0.1,0.35,0.1,0.1,0.1
endthefed.org,unreliable,0.09,1,L,FN,0.1,,11.1,2015-01-18T19:48:04.061Z,,,0.1,0.1,0.1,0.1,0.1,0.1
endtime.com,mixed,0.188,1,,,,693300,30.6,1995-08-13T04:00:00Z,,,0.2,0.2,0.35,0.2,0.2,0.2
enduringvision.com,fake,0.045,1,,,,,24.0,2002-03-16T15:10:04Z,,,0.05,0.05,0.05,0.05,0.05,0.05
english.alarabiya.net,unreliable,0.105,1,M,FN,0.2,,26.5,1999-09-15T16:29:58Z,,,0.1,0.2,0.1,0.1,0.1,0.1
english.almanar.com.lb,unreliable,0.105,1,M,FN,0.2,,5.1,2021-01-31T00:00:00Z,,,0.1,0.2,0.1,0.1,0.1,0.1
english.almayadeen.net,unreliable,0.105,1,M,FN,0.2,,14.6,2011-07-13T15:45:02Z,0,,0.1,0.2,0.1,0.1,0.1,0.1
english.cctv.com,unreliable,0.105,1,M,FN,0.2,,28.8,1997-05-21T04:00:00Z,,,0.1,0.2,0.1,0.1,0.1,0.1
enhlive.com,fake,0.053,1,,,,,0.8,2025-04-28T18:03:39Z,,,0.05,0.05,0.05,0.2,0.05,0.05
escapeallthesethings.com,unreliable,0.09,1,L,CP,0.1,,22.2,2004-01-02T23:25:14Z,0,,0.1,0.1,0.1,0.1,0.1,0.1
eugenics.news,unreliable,0.075,1,VL,CP,0.0,,8.5,2017-09-07T17:52:47.56Z,,,0.1,0.0,0.1,0.1,0.1,0.1
europe-israel.org,unreliable,0.105,1,M,FN,0.2,,15.5,2010-08-31T14:08:18.318Z,,,0.1,0.2,0.1,0.1,0.1,0.1
europereloaded.com,unreliable,0.103,1,L,CP,0.1,603158,9.7,2016-06-01T19:30:30Z,,,0.1,0.1,0.35,0.1,0.1,0.1
eutimes.net,unreliable,0.242,2,L,CP,0.1,248088,16.3,2009-10-26T21:08:05Z,1,,0.15,0.1,0.35,0.15,0.85,0.15
eutopia.buzz,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
everetttimes.com,unreliable,0.105,1,M,FN,0.2,,4.0,2022-02-15T19:23:46Z,,,0.1,0.2,0.1,0.1,0.1,0.1
everylegalvote.com,unreliable,0.203,1,L,FN,0.1,,5.3,2020-11-05T19:31:41Z,1,,0.1,0.1,0.1,0.1,0.85,0.1
everytown.org,unreliable,0.118,1,M,FN,0.2,102329,16.6,2009-07-08T14:30:29.714Z,,,0.1,0.2,0.35,0.1,0.1,0.1
evil.news,unreliable,0.09,1,L,FN,0.1,,10.6,2015-07-15T17:00:03.073Z,,,0.1,0.1,0.1,0.1,0.1,0.1
evolutionnews.org,unreliable,0.103,1,L,CP,0.1,183366,21.2,2004-12-29T02:30:33.036Z,,,0.1,0.1,0.35,0.1,0.1,0.1
ewao.com,unreliable,0.18,1,,,,,23.8,2002-05-23T16:13:22Z,,,0.2,0.2,0.2,0.2,0.2,0.2
ex.24smi.info,unreliable,0.09,1,L,FN,0.1,,10.8,2015-05-28T06:06:32.193Z,,,0.1,0.1,0.1,0.1,0.1,0.1
exopolitics.org,unreliable,0.103,1,L,CP,0.1,505535,23.1,2003-01-17T22:28:41.033Z,0,,0.1,0.1,0.35,0.1,0.1,0.1
experimentalvaccines.org,unreliable,0.18,1,,,,,14.6,2011-08-12T21:46:21.611Z,,,0.2,0.2,0.2,0.2,0.2,0.2
explainlife.com,unreliable,0.075,1,VL,FN,0.0,,21.9,2004-04-09T04:40:25Z,,,0.1,0.0,0.1,0.1,0.1,0.1
expose-news.com,unreliable,0.088,1,VL,CP,0.0,133322,3.8,2022-05-10T14:33:12Z,,,0.1,0.0,0.35,0.1,0.1,0.1
expose1933.com,conspiracy,0.09,1,,,,,13.7,2012-07-03T20:24:35Z,,,0.1,0.1,0.1,0.1,0.1,0.1
express.co.uk,rumor,0.218,1,,,,2272,30.3,1995-11-17T03:42:01Z,,,0.25,0.25,0.1,0.25,0.25,0.25
extinction.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-07-15T17:00:07.583Z,,,0.1,0.0,0.1,0.1,0.1,0.1
extraclubmagazine.com,mixed,0.18,1,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2
extraordinaryinfo.com,unreliable,0.105,1,M,CP,0.2,,6.6,2019-07-19T03:42:24Z,,,0.1,0.2,0.1,0.1,0.1,0.1
eyeopening.info,conspiracy,0.09,1,,,,,12.2,2013-12-19T02:40:02.661Z,,,0.1,0.1,0.1,0.1,0.1,0.1
fabiosa.com,unreliable,0.105,1,M,CP,0.2,,10.7,2015-06-15T03:40:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
factcheck.news,unreliable,0.068,1,VL,CP,0.0,,10.6,2015-07-15T17:00:11.87Z,8,,0.1,0.0,0.1,0.1,0.05,0.1
factcheckingturkey.com,unreliable,0.105,1,M,FN,0.2,,10.3,2015-11-26T13:54:09Z,,,0.1,0.2,0.1,0.1,0.1,0.1
facts.net,unreliable,0.11,1,M,FN,0.2,33879,28.8,1997-05-31T04:00:00Z,,,0.1,0.2,0.2,0.1,0.1,0.1
factswanted.com,unreliable,0.05,1,M,FN,0.2,,0.9,2025-04-23T18:36:24Z,,True,0.1,0.2,0.1,0.2,0.1,0.0
fairfieldreporter.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:41Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fairporteducationalalliance.org,unreliable,0.105,1,M,FN,0.2,,4.2,2022-01-03T17:41:11.903Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fairus.org,unreliable,0.103,1,L,FN,0.1,137063,31.0,1995-03-15T05:00:00.167Z,,,0.1,0.1,0.35,0.1,0.1,0.1
faithpanda.com,unreliable,0.105,1,M,CP,0.2,,9.4,2016-09-25T06:12:19Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fakingnews.com,fake,0.045,1,,,,,17.5,2008-09-15T12:02:37Z,,,0.05,0.05,0.05,0.05,0.05,0.05
familysecuritymatters.org,conspiracy,0.103,1,,,,611321,22.7,2003-07-06T12:16:46.172Z,0,,0.1,0.1,0.35,0.1,0.1,0.1
familysurvivalheadlines.com,unreliable,0.105,1,M,FN,0.2,,10.0,2016-02-19T17:17:08Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fargostandard.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:18Z,,,0.1,0.2,0.1,0.1,0.1,0.1
farminsurancenews.com,unreliable,0.105,1,M,FN,0.2,,9.1,2017-01-19T23:10:15Z,,,0.1,0.2,0.1,0.1,0.1,0.1
farmwars.info,unreliable,0.18,1,,,,,17.0,2009-02-24T17:21:13.409Z,,,0.2,0.2,0.2,0.2,0.2,0.2
farsnews.ir,unreliable,0.11,1,M,FN,0.2,11349,,,,,0.1,0.2,0.2,0.1,0.1,0.1
fayettevillestandard.com,unreliable,0.105,1,M,FN,0.2,,6.5,2019-09-05T20:13:32Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fayettevilletoday.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:26Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fda.news,unreliable,0.075,1,VL,CP,0.0,,10.6,2015-08-10T15:58:00.89Z,,,0.1,0.0,0.1,0.1,0.1,0.1
fdahealthnews.com,unreliable,0.105,1,M,FN,0.2,,7.0,2019-02-20T15:43:27Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fdareporter.com,unreliable,0.105,1,M,FN,0.2,,7.0,2019-02-20T15:42:25Z,,,0.1,0.2,0.1,0.1,0.1,0.1
federalistpress.com,mixed,0.18,2,M,FN,0.2,,13.8,2012-05-12T18:39:51Z,,,0.2,0.2,0.2,0.2,0.2,0.2
fedsalert.com,fake,0.045,1,,,,,,,,,0.05,0.05,0.05,0.05,0.05,0.05
fellowshipoftheminds.com,conspiracy,0.103,2,L,CP,0.1,935017,12.5,2013-09-12T17:51:43Z,,,0.1,0.1,0.35,0.1,0.1,0.1
filmingcops.com,unreliable,0.105,1,M,FN,0.2,,12.4,2013-10-18T21:00:17Z,,,0.1,0.2,0.1,0.1,0.1,0.1
filmsforaction.org,mixed,0.188,1,,,,107974,19.0,2007-03-07T09:42:16.009Z,,,0.2,0.2,0.35,0.2,0.2,0.2
financialsurvivalnetwork.com,unreliable,0.09,1,,,,,14.8,2011-05-25T20:59:55Z,,,0.1,0.1,0.1,0.1,0.1,0.1
findlaytimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-06-30T20:46:06Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fingerlakestoday.com,unreliable,0.105,1,M,FN,0.2,,6.4,2019-10-15T14:55:12Z,,,0.1,0.2,0.1,0.1,0.1,0.1
firearmscoalition.org,mixed,0.18,1,,,,,23.9,2002-03-25T23:25:50.759Z,,,0.2,0.2,0.2,0.2,0.2,0.2
fireboebert.com,unreliable,0.105,1,M,FN,0.2,,3.8,2022-05-18T16:36:36Z,,,0.1,0.2,0.1,0.1,0.1,0.1
firstinfreedomdaily.com,unreliable,0.105,1,M,FN,0.2,,9.3,2016-11-09T21:05:58Z,,,0.1,0.2,0.1,0.1,0.1,0.1
firststatetimes.com,unreliable,0.105,1,M,FN,0.2,,6.7,2019-07-08T18:24:50Z,,,0.1,0.2,0.1,0.1,0.1,0.1
fl24.net,unreliable,0.11,1,M,FN,0.2,,0.6,2025-07-28T18:34:18Z,,,0.1,0.2,0.1,0.2,0.1,0.1
flagandcross.com,unreliable,0.105,1,M,FN,0.2,,7.9,2018-04-11T01:53:20Z,,,0.1,0.2,0.1,0.1,0.1,0.1
flashnewscorner.com,fake,0.045,1,,,,,7.8,2018-05-06T19:02:41Z,,,0.05,0.05,0.05,0.05,0.05,0.05
flcatholictribune.com,unreliable,0.105,1,M,FN,0.2,,5.9,2020-03-30T17:39:20Z,,,0.1,0.2,0.1,0.1,0.1,0.1
